COD,MUNIC
241350,"SERRINHA, RN"
412650,"SERTANOPOLIS, PR"
355180,"SETE BARRAS, SP"
241360,"SEVERIANO MELO, RN"
355200,"SILVEIRAS, SP"
522068,"SIMOLANDIA, GO"
432067,"SINIMBU, RS"
412660,"SIQUEIRA CAMPOS, PR"
522070,"SITIO D'ABADIA, GO"
211180,"SITIO NOVO, MA"
432070,"SOBRADINHO, RS"
251600,"SOLANEA, PB"
421770,"SOMBRIO, SC"
430650,"DOM FELICIANO, RS"
231380,"URUBURETAMA, CE"
421895,"URUPEMA, SC"
432252,"VALE VERDE, RS"
522185,"VALPARAISO DE GOIAS, GO"
293315,"VARZEA NOVA, BA"
432290,"VIADUTOS, RS"
421920,"VIDAL RAMOS, SC"
432150,"TORRES, RS"
432170,"TRES COROAS, RS"
521523,"NOVO GAMA, GO"
431342,"NOVO MACHADO, RS"
150503,"NOVO PROGRESSO, PA"
431344,"NOVO TIRADENTES, RS"
220700,"OEIRAS, PI"
314540,"OLARIA, MG"
210740,"OLHO D'AGUA DAS CUNHAS, MA"
270590,"OLHO D'AGUA GRANDE, AL"
260960,"OLINDA, PE"
292310,"OLINDINA, BA"
314580,"ONCA DE PITANGUI, MG"
521530,"ORIZONA, GO"
353450,"OSCAR BRESSANE, SP"
292330,"OURICANGAS, BA"
270610,"OURO BRANCO, AL"
110015,"OURO PRETO DO OESTE, RO"
353475,"OUROESTE, SP"
150548,"PACAJA, PA"
230970,"PACATUBA, CE"
230980,"PACOTI, CE"
316990,"UBA, MG"
292930,"SAO GONCALO DOS CAMPOS, BA"
240980,"PEDRO VELHO, RN"
150510,"OBIDOS, PA"
521390,"MOSSAMEDES, GO"
352860,"MANDURI, SP"
500515,"JUTI, MS"
352215,"ITAOCA, SP"
230490,"GROAIRAS, CE"
312680,"FREI GASPAR, MG"
351385,"DIRCE REIS, SP"
510300,"CHAPADA DOS GUIMARAES, MT"
430400,"CAMPO NOVO, RS"
430200,"BARROS CASSAL, RS"
170035,"ALIANCA DO TOCANTINS, TO"
355640,"VARGEM GRANDE DO SUL, SP"
431800,"SAO BORJA, RS"
421370,"POUSO REDONDO, SC"
230015,"ACARAPE, CE"
251278,"RIACHO DE SANTO ANTONIO, PB"
291550,"ITAJUIPE, BA"
240130,"AUGUSTO SEVERO, RN"
291740,"JACARACI, BA"
510450,"INDIAVAI, MT"
317060,"VARGEM BONITA, MG"
539901,"REGIAO ADMINISTRATIVA DE AGUAS CLARAS, DF"
539902,"REGIAO ADMINISTRATIVA DE BRAZLANDIA, DF"
539903,"REGIAO ADMINISTRATIVA DE CANDANGOLANDIA, DF"
539904,"REGIAO ADMINISTRATIVA DE CEILANDIA, DF"
539905,"REGIAO ADMINISTRATIVA DO CRUZEIRO, DF"
539906,"REGIAO ADMINISTRATIVA DO GAMA, DF"
150540,"OUREM, PA"
150555,"PAU D'ARCO, PA"
150740,"SAO FRANCISCO DO PARA, PA"
150746,"SAO JOAO DA PONTA, PA"
150805,"TRAIRAO, PA"
160015,"PEDRA BRANCA DO AMAPARI, AP"
170040,"ALMAS, TO"
230945,"OCARA, CE"
270580,"OLHO D'AGUA DO CASADO, AL"
353410,"ORIENTE, SP"
230960,"PACAJUS, CE"
220720,"PADRE MARCOS, PI"
261000,"PALMARES, PE"
353282,"NOVA CAMPINA, SP"
314350,"MORADA NOVA DE MINAS, MG"
521385,"MORRO AGUDO DE GOIAS, GO"
280430,"MURIBECA, SE"
353220,"NARANDIBA, SP"
171430,"NAZARE, TO"
521460,"NIQUELANDIA, GO"
240750,"MAXARANGUAPE, RN"
314150,"MENDES PIMENTEL, MG"
320340,"MIMOSO DO SUL, ES"
500560,"MIRANDA, MS"
411605,"MISSAL, PR"
521340,"MOIPORA, GO"
320350,"MONTANHA, ES"
250880,"MALTA, PB"
313960,"MANTENA, MG"
351250,"COROADOS, SP"
430587,"CORONEL BARROS, RS"
520570,"CORREGO DO OURO, GO"
220290,"CORRENTE, PI"
500320,"CORUMBA, MS"
420450,"CORUPA, SC"
351290,"COSMORAMA, SP"
290940,"COTEGIPE, BA"
430597,"COXILHA, RS"
270235,"CRAIBAS, AL"
290950,"CRAVOLANDIA, BA"
312020,"CRISTAIS, MG"
430607,"CRISTAL DO SUL, RS"
410680,"CRUZ MACHADO, PR"
290760,"CENTRAL, BA"
210315,"CENTRO DO GUILHERME, MA"
351140,"CERQUEIRA CESAR, SP"
430513,"CERRO BRANCO, RS"
420417,"CERRO NEGRO, SC"
260440,"CHA DE ALEGRIA, PE"
270190,"CHA PRETA, AL"
430530,"CHAPADA, RS"
170460,"CHAPADA DE AREIA, TO"
520547,"CHAPADAO DO CEU, GO"
430535,"CHARQUEADAS, RS"
230390,"CHAVAL, CE"
355720,"CHAVANTES, SP"
311620,"CHIADOR, MG"
230395,"CHOROZINHO, CE"
330020,"ARARUAMA, RJ"
432375,"VITORIA DAS MISSOES, RS"
432235,"UNIAO DA SERRA, RS"
241355,"SERRINHA DOS PINTOS, RN"
211050,"SAO BENTO, MA"
315940,"SANTA RITA DE IBITIPOCA, MG"
292750,"SANTA BARBARA, BA"
150618,"RONDON DO PARA, PA"
411920,"PINHALAO, PR"
314860,"PECANHA, MG"
220740,"PALMEIRA DO PIAUI, PI"
510627,"NOVO HORIZONTE DO NORTE, MT"
421140,"NOVA ERECHIM, SC"
314390,"MURIAE, MG"
230837,"MIRAIMA, CE"
352890,"MARIAPOLIS, SP"
280370,"MACAMBIRA, SE"
240600,"JOSE DA PENHA, RN"
521220,"JUSSARA, GO"
220535,"JOAO COSTA, PI"
521170,"JANDAIA, GO"
250740,"JERICO, PB"
313280,"ITAMBE DO MATO DENTRO, MG"
420830,"ITAPEMA, SC"
352050,"INDAIATUBA, SP"
520945,"GUARINOS, GO"
420895,"JARDINOPOLIS, SC"
260800,"JATAUBA, PE"
220527,"JATOBA DO PIAUI, PI"
430970,"HUMAITA, RS"
431036,"IMIGRANTE, RS"
431680,"SANTA CRUZ DO SUL, RS"
432145,"TEUTONIA, RS"
500710,"RIBAS DO RIO PARDO, MS"
500770,"SETE QUEDAS, MS"
510270,"CANARANA, MT"
510370,"FELIZ NATAL, MT"
510642,"PEIXOTO DE AZEVEDO, MT"
520390,"BURITI ALEGRE, GO"
520455,"CALDAZINHA, GO"
520540,"CERES, GO"
520620,"CRISTALINA, GO"
521400,"MOZARLANDIA, GO"
521590,"PALMINOPOLIS, GO"
521740,"PIRES DO RIO, GO"
522026,"SAO MIGUEL DO PASSA QUATRO, GO"
522050,"SERRANOPOLIS, GO"
522145,"TROMBAS, GO"
530010,"BRASILIA, DF"
521880,"RIO VERDE, GO"
315620,"ROCHEDO DE MINAS, MG"
140047,"RORAINOPOLIS, RR"
354520,"SALTO, SP"
354540,"SALTO GRANDE, SP"
292590,"QUIJINGUE, BA"
354210,"RAFARD, SP"
220880,"REGENERACAO, PI"
231170,"RERIUTABA, CE"
430510,"CAXIAS DO SUL, RS"
210310,"CEDRAL, MA"
230380,"CEDRO, CE"
280160,"CEDRO DE SAO JOAO, SE"
520465,"CAMPINACU, GO"
420330,"CAMPO ALEGRE, SC"
220211,"CAMPO ALEGRE DO FIDALGO, PI"
110028,"ROLIM DE MOURA, RO"
510760,"RONDONOPOLIS, MT"
280610,"ROSARIO DO CATETE, SE"
315650,"RUBELITA, MG"
150619,"RUROPOLIS, PA"
231190,"SABOEIRO, CE"
261200,"SAIRE, PE"
261210,"SALGADINHO, PE"
251310,"SALGADO DE SAO FELIX, PB"
412290,"SALTO DO ITARARE, PR"
431645,"SALTO DO JACUI, RS"
412300,"SALTO DO LONTRA, PR"
292740,"SALVADOR, BA"
412090,"QUEDAS DO IGUACU, PR"
354180,"QUEIROZ, SP"
315380,"QUELUZITO, MG"
431532,"QUEVEDOS, RS"
354200,"QUINTANA, SP"
330415,"QUISSAMA, RJ"
231130,"QUIXADA, CE"
241060,"RAFAEL GODEIRO, RN"
412135,"RANCHO ALEGRE D'OESTE, PR"
251440,"SAO JOSE DE ESPINHARAS, PB"
431795,"SANTO EXPEDITO DO SUL, RS"
210515,"IGARAPE DO MEIO, MA"
312707,"FRUTA DE LEITE, MG"
351670,"GARCA, SP"
430860,"GARIBALDI, RS"
351680,"GASTAO VIDIGAL, SP"
430870,"GAURAMA, RS"
430880,"GENERAL CAMARA, RS"
351690,"GENERAL SALGADO, SP"
430885,"GENTIL, RS"
291130,"GENTIO DO OURO, BA"
430890,"GETULIO VARGAS, RS"
270290,"GIRAU DO PONCIANO, AL"
430905,"GLORINHA, RS"
260620,"GOIANA, PE"
150309,"GOIANESIA DO PARA, PA"
410860,"GOIOERE, PR"
210465,"GOVERNADOR NEWTON BELLO, MA"
430910,"GRAMADO, RS"
260630,"GRANITO, PE"
312780,"GRAO MOGOL, MG"
430925,"GUABIJU, RS"
351720,"GUAICARA, SP"
410880,"GUAIRA, PR"
110010,"GUAJARA-MIRIM, RO"
410895,"GUAMIRANGA, PR"
520920,"GUAPO, GO"
351770,"GUARA, SP"
539936,"REGIAO ADMINISTRATIVA DA FERCAL, DF"
539937,"PLANO PILOTO, DF"
210547,"JENIPAPO DOS VIEIRAS, MA"
220530,"JERUMENHA, PI"
291830,"JITAUNA, BA"
352550,"JOANOPOLIS, SP"
260740,"ITACURUBA, PE"
291535,"ITAGUACU DA BAHIA, BA"
352180,"ITAI, SP"
220500,"ITAINOPOLIS, PI"
230625,"ITAITINGA, CE"
330210,"ITAOCARA, RJ"
352220,"ITAPECERICA DA SERRA, SP"
352230,"ITAPETININGA, SP"
352265,"ITAPIRAPUA PAULISTA, SP"
230650,"ITAPIUNA, CE"
250700,"ITAPORANGA, PB"
521120,"ITAPURANGA, GO"
260780,"ITAQUITINGA, PE"
313370,"ITATIAIUCU, MG"
240490,"ITAU, RN"
220510,"ITAUEIRA, PI"
352360,"ITIRAPINA, SP"
352020,"IGARATA, SP"
431010,"IGREJINHA, RS"
411005,"IGUATU, PR"
352042,"ILHA COMPRIDA, SP"
220465,"ILHA GRANDE, PI"
431030,"ILOPOLIS, RS"
420740,"IMBUIA, SC"
520993,"INACIOLANDIA, GO"
431040,"INDEPENDENCIA, RS"
354560,"SANTA ADELIA, SP"
410780,"FLORAI, PR"
260560,"FLORES, PE"
220380,"FLORES DO PIAUI, PI"
351610,"FLORINIA, SP"
410820,"FORMOSA DO OESTE, PR"
520810,"FORMOSO, GO"
230435,"FORQUILHA, CE"
430845,"FORTALEZA DOS VALOS, RS"
312640,"FORTUNA DE MINAS, MG"
420550,"FRAIBURGO, SC"
410832,"FRANCISCO ALVES, PR"
240390,"FRANCISCO DANTAS, RN"
220415,"FRANCISCO MACEDO, PI"
312675,"FRANCISCOPOLIS, MG"
230450,"FRECHEIRINHA, CE"
312695,"FREI LAGONEGRO, MG"
260580,"FREI MIGUELINHO, PE"
500350,"DOURADINA, MS"
500370,"DOURADOS, MS"
420515,"DOUTOR PEDRINHO, SC"
351440,"DRACENA, SP"
250580,"DUAS ESTRADAS, PB"
210390,"DUQUE BACELAR, MA"
320210,"ECOPORANGA, ES"
130140,"EIRUNEPE, AM"
150295,"ELDORADO DOS CARAJAS, PA"
351500,"EMBU DAS ARTES, SP"
430680,"ENCANTADO, RS"
292290,"NOVA SOURE, BA"
510624,"NOVA UBIRATA, MT"
520180,"ARAGOIANIA, GO"
510100,"ARAGUAIANA, MT"
170215,"ARAGUANA, TO"
170220,"ARAGUATINS, TO"
430085,"ARAMBARE, RS"
310370,"ARAPONGA, MG"
410160,"ARAPOTI, PR"
510125,"ARAPUTANGA, MT"
350320,"ARARAQUARA, SP"
210100,"ARARI, MA"
410170,"ARARUNA, PR"
290230,"ARATUIPE, BA"
240110,"AREIA BRANCA, RN"
350370,"ARIRANHA, SP"
230150,"ARNEIROZ, CE"
220100,"ARRAIAL, PI"
430100,"ARROIO DO MEIO, RS"
350390,"ARUJA, SP"
430140,"ARVOREZINHA, RS"
120005,"ASSIS BRASIL, AC"
220105,"ASSUNCAO DO PIAUI, PI"
410220,"ATALAIA, PR"
420180,"ATALANTA, SC"
250550,"VISTA SERRANA, PB"
160080,"VITORIA DO JARI, AP"
172208,"WANDERLANDIA, TO"
421970,"XAXIM, SC"
421985,"ZORTEA, SC"
312470,"ESTRELA DO INDAIA, MG"
351535,"EUCLIDES DA CUNHA PAULISTA, SP"
120020,"CRUZEIRO DO SUL, AC"
351350,"CUBATAO, SP"
250520,"CUITEGI, PB"
280190,"CUMBE, SE"
290990,"CURACA, BA"
420480,"CURITIBANOS, SC"
240310,"CURRAIS NOVOS, RN"
220325,"CURRALINHOS, PI"
210370,"CURURUPU, MA"
520670,"DAMIANOPOLIS, GO"
170650,"DARCINOPOLIS, TO"
312110,"DELFIM MOREIRA, MG"
270240,"DELMIRO GOUVEIA, AL"
500345,"DEODAPOLIS, MS"
410710,"DIAMANTE DO NORTE, PR"
312160,"DIAMANTINA, MG"
170700,"DIANOPOLIS, TO"
520710,"DIORAMA, GO"
312200,"DIVINO, MG"
312220,"DIVINOLANDIA DE MINAS, MG"
170710,"DIVINOPOLIS DO TOCANTINS, TO"
312240,"DIVISA NOVA, MG"
170720,"DOIS IRMAOS DO TOCANTINS, TO"
351420,"DOLCINOPOLIS, SP"
312250,"DOM CAVATI, MG"
220345,"DOM INOCENCIO, PI"
351230,"CONCHAS, SP"
330220,"ITAPERUNA, RJ"
313360,"ITAPEVA, MG"
291650,"ITAPICURU, BA"
171090,"ITAPIRATINS, TO"
431057,"ITAPUCA, RS"
431060,"ITAQUI, RS"
320290,"ITARANA, ES"
521130,"ITARUMA, GO"
352340,"ITATIBA, SP"
250720,"ITATUBA, PB"
160025,"ITAUBAL, AP"
313380,"ITAUNA, MG"
510460,"ITIQUIRA, MT"
291690,"ITIRUCU, BA"
352380,"ITOBI, SP"
150330,"IGARAPE-MIRI, PA"
313020,"IGARATINGA, MG"
352040,"ILHABELA, SP"
313050,"ILICINEA, MG"
431033,"IMBE, RS"
411010,"IMBITUVA, PR"
411030,"INAJA, PR"
313065,"INDAIABIRA, MG"
352060,"INDIANA, SP"
520995,"INDIARA, GO"
150340,"INHANGAPI, PA"
220470,"INHUMA, PI"
500440,"INOCENCIA, MS"
313120,"IPANEMA, MG"
313130,"IPATINGA, MG"
315010,"PIAU, MG"
315020,"PIEDADE DE PONTE NOVA, MG"
411910,"PIEN, PR"
420170,"ASCURRA, SC"
250135,"ASSUNCAO, PB"
130020,"ATALAIA DO NORTE, AM"
355695,"VITORIA BRASIL, SP"
412870,"VITORINO, PR"
355700,"VOTORANTIM, SP"
221170,"WALL FERRAZ, PI"
317220,"WENCESLAU BRAZ, MG"
172210,"XAMBIOA, TO"
120070,"XAPURI, AC"
261650,"XEXEU, PE"
432240,"URUGUAIANA, RS"
355600,"URUPES, SP"
293280,"UTINGA, BA"
432253,"VALE DO SOL, RS"
221130,"VALENCA DO PIAUI, PI"
317100,"VAZANTE, MG"
412853,"VENTANIA, PR"
432270,"VERA CRUZ, RS"
432280,"VERANOPOLIS, RS"
293325,"VEREDA, BA"
261620,"VERTENTES, PE"
320510,"VIANA, ES"
317130,"VICOSA, MG"
432335,"VILA LANGARO, RS"
221160,"VILA NOVA DO PIAUI, PI"
510860,"VILA RICA, MT"
431112,"JAQUIRANA, RS"
230710,"JARDIM, CE"
220525,"JARDIM DO MULATO, PI"
110011,"JARU, RO"
521200,"JAUPACI, GO"
230725,"JIJOCA DE JERICOACOARA, CE"
230620,"ITAICABA, CE"
420820,"ITAJAI, SC"
313290,"ITAMOGI, MG"
320280,"ITAPEMIRIM, ES"
260775,"ITAPISSUMA, PE"
230660,"ITATIRA, CE"
313420,"ITUIUTABA, MG"
500430,"IGUATEMI, MS"
352044,"ILHA SOLTEIRA, SP"
420750,"INDAIAL, SC"
230580,"IPU, CE"
130185,"IRANDUBA, AM"
352170,"ITABERA, SP"
312830,"GUARANESIA, MG"
312890,"GUIMARANIA, MG"
251620,"SOUSA, PB"
261450,"SURUBIM, PE"
130406,"TABATINGA, AM"
412575,"SAO PEDRO DO IGUACU, PR"
355050,"SAO PEDRO DO TURVO, SP"
241280,"SAO RAFAEL, RN"
221060,"SAO RAIMUNDO NONATO, PI"
355060,"SAO ROQUE, SP"
320495,"SAO ROQUE DO CANAA, ES"
291733,"IUIU, BA"
411150,"IVAIPORA, PR"
521160,"IVOLANDIA, GO"
352420,"JABORANDI, SP"
352450,"JACI, SP"
220515,"JACOBINA DO PIAUI, PI"
130423,"TONANTINS, AM"
241440,"TOUROS, RN"
316930,"TRES CORACOES, MG"
432180,"TRES DE MAIO, RS"
316940,"TRES PONTAS, MG"
432200,"TRIUNFO, RS"
211223,"TRIZIDELA DO VALE, MA"
421860,"TROMBUDO CENTRAL, SC"
293190,"TUCANO, BA"
150810,"TUCURUI, PA"
432215,"TUNAS, RS"
355500,"TUPA, SP"
432220,"TUPANCIRETA, RS"
261590,"TUPARETAMA, PE"
355510,"TUPI PAULISTA, SP"
355520,"TURIUBA, SP"
522150,"TURVANIA, GO"
293200,"UAUA, BA"
231360,"UBAJARA, CE"
293230,"UBATA, BA"
412800,"UBIRATA, PR"
522157,"UIRAPURU, GO"
270930,"UNIAO DOS PALMARES, AL"
241460,"UPANEMA, RN"
431442,"PICADA CAFE, RS"
150563,"PICARRA, PA"
250375,"CAJAZEIRINHAS, PB"
220208,"CAJUEIRO DA PRAIA, PI"
350940,"CAJURU, SP"
160020,"CALCOENE, AP"
250380,"CALDAS BRANDAO, PB"
420315,"CALMON, SC"
290570,"CAMACARI, BA"
290580,"CAMAMU, BA"
430350,"CAMAQUA, RS"
311090,"CAMPANHA, MG"
430367,"CAMPESTRE DA SERRA, RS"
350945,"CAMPINA DO MONTE ALEGRE, SP"
430270,"BUTIA, RS"
410315,"BOM JESUS DO SUL, PR"
430235,"BOM PRINCIPIO, RS"
310790,"BOM REPOUSO, MG"
140015,"BONFIM, RR"
290400,"BONINAL, BA"
310830,"BORDA DA MATA, MG"
310840,"BOTELHOS, MG"
290420,"BOTUPORA, BA"
430260,"BRAGA, RS"
310870,"BRAS PIRES, MG"
310855,"BRASILANDIA DE MINAS, MG"
220196,"BRASILEIRA, PI"
320115,"BREJETUBA, ES"
350775,"BREJO ALEGRE, SP"
220198,"BREJO DO PIAUI, PI"
330170,"DUQUE DE CAXIAS, RJ"
410753,"ENTRE RIOS DO OESTE, PR"
130150,"ENVIRA, AM"
240340,"EQUADOR, RN"
420519,"ERMO, SC"
410752,"ESPERANCA NOVA, PR"
312430,"ESPINOSA, MG"
351519,"ESPIRITO SANTO DO TURVO, SP"
430770,"ESTEIO, RS"
351520,"ESTRELA D'OESTE, SP"
312500,"EWBANK DA CAMARA, MG"
250610,"FAGUNDES, PB"
430786,"FAGUNDES VARELA, RS"
410660,"CRUZEIRO DO OESTE, PR"
430620,"CRUZEIRO DO SUL, RS"
250500,"CUBATI, PB"
150276,"CUMARU DO NORTE, PA"
260500,"CUPIRA, PE"
250527,"CURRAL DE CIMA, PB"
150285,"CURUA, PA"
160021,"CUTIAS, AP"
430630,"DAVID CANABARRO, RS"
312120,"DELFINOPOLIS, MG"
230426,"DEPUTADO IRAPUAN PINHEIRO, CE"
351370,"DESCALVADO, SP"
312140,"DESTERRO DE ENTRE RIOS, MG"
410715,"DIAMANTE D'OESTE, PR"
291005,"DIAS D'AVILA, BA"
420500,"DIONISIO CERQUEIRA, SC"
410270,"BARRA DO JACARE, PR"
130006,"AMATURA, AM"
410130,"ANTONIO OLINTO, PR"
432254,"VALE REAL, RS"
355480,"TREMEMBE, SP"
412710,"TELEMACO BORBA, PR"
420195,"BALNEARIO ARROIO DO SILVA, SC"
420205,"BALNEARIO BARRA DO SUL, SC"
420215,"BELMONTE, SC"
420395,"CAPIVARI DE BAIXO, SC"
420419,"CHAPADAO DO LAGEADO, SC"
420440,"CORONEL FREITAS, SC"
420470,"CUNHA PORA, SC"
420475,"CUNHATAI, SC"
420915,"JOSE BOITEUX, SC"
420950,"LAURENTINO, SC"
420980,"LEOBERTO LEAL, SC"
421085,"MIRIM DOCE, SC"
421145,"NOVA ITABERABA, SC"
421230,"PAULO LOPES, SC"
421410,"PRESIDENTE NEREU, SC"
421450,"RIO DO CAMPO, SC"
421505,"RIO RUFINO, SC"
421540,"SALTO VELOSO, SC"
421600,"SAO CARLOS, SC"
421690,"SAO LOURENCO DO OESTE, SC"
421730,"SAUDADES, SC"
421830,"TRES BARRAS, SC"
421850,"TREZE TILIAS, SC"
150660,"SANTA MARIA DO PARA, PA"
354390,"RIO CLARO, SP"
171865,"RIO DA CONCEICAO, TO"
330450,"RIO DAS FLORES, RJ"
315510,"RIO DO PRADO, MG"
315520,"RIO ESPERA, MG"
270770,"RIO LARGO, AL"
320440,"RIO NOVO DO SUL, ES"
315570,"RIO PIRACICABA, MG"
521878,"RIO QUENTE, GO"
431575,"RIOZINHO, RS"
315610,"RITAPOLIS, MG"
431590,"RODEIO BONITO, RS"
120042,"RODRIGUES ALVES, AC"
312170,"DIOGO DE VASCONCELOS, MG"
312190,"DIVINESIA, MG"
351390,"DIVINOLANDIA, SP"
312230,"DIVINOPOLIS, MG"
312245,"DIVISOPOLIS, MG"
351340,"CRUZEIRO, SP"
410720,"DOIS VIZINHOS, PR"
312247,"DOM BOSCO, MG"
430660,"DOM PEDRITO, RS"
210380,"DOM PEDRO, MA"
312270,"DOM SILVERIO, MG"
312280,"DOM VICOSO, MG"
320190,"DOMINGOS MARTINS, ES"
220342,"DOMINGOS MOURAO, PI"
312290,"DONA EUSEBIA, MG"
150172,"BRASIL NOVO, PA"
350770,"BRAUNA, SP"
150178,"BREU BRANCO, PA"
310900,"BRUMADINHO, MG"
420287,"BRUNOPOLIS, SC"
260270,"BUENOS AIRES, PE"
290470,"BUERAREMA, BA"
210230,"BURITI BRAVO, MA"
210235,"BURITIRANA, MA"
110045,"BURITIS, RO"
350580,"BASTOS, SP"
350590,"BATATAIS, SP"
220155,"BELA VISTA DO PIAUI, PI"
150140,"BELEM, PA"
330045,"BELFORD ROXO, RJ"
290340,"BELMONTE, BA"
260170,"BELO JARDIM, PE"
150145,"BELTERRA, PA"
430205,"BENJAMIN CONSTANT DO SUL, RS"
210190,"BEQUIMAO, MA"
170320,"BERNARDO SAYAO, TO"
220173,"BETANIA DO PIAUI, PI"
310680,"BIAS FORTES, MG"
350640,"BILAC, SP"
314550,"OLIMPIO NORONHA, MG"
210745,"OLINDA NOVA DO MARANHAO, MA"
314560,"OLIVEIRA, MG"
292320,"OLIVEIRA DOS BREJINHOS, BA"
270600,"OLIVENCA, AL"
353680,"PEDRA BELA, SP"
353715,"PEDRINHAS PAULISTA, SP"
353800,"PINDAMONHANGABA, SP"
353880,"PIRAJU, SP"
354310,"RIBEIRAO CORRENTE, SP"
354440,"RUBIACEA, SP"
354515,"SALTINHO, SP"
354620,"SANTA CRUZ DA CONCEICAO, SP"
354630,"SANTA CRUZ DAS PALMEIRAS, SP"
354710,"SANTA MERCEDES, SP"
354740,"SANTA RITA D'OESTE, SP"
354850,"SANTOS, SP"
210355,"CONCEICAO DO LAGO-ACU, MA"
250250,"BOQUEIRAO, PB"
520396,"BURITINOPOLIS, GO"
350540,"BARRA DO TURVO, SP"
170105,"ANGICO, TO"
280020,"AQUIDABA, SE"
310440,"ARGIRITA, MG"
150830,"VISEU, PA"
522100,"TAQUARAL DE GOIAS, GO"
316620,"SENHORA DOS REMEDIOS, MG"
355040,"SAO PEDRO, SP"
251300,"SALGADINHO, PB"
210860,"PINHEIRO, MA"
241010,"POCO BRANCO, RN"
521600,"PANAMA, GO"
240920,"PASSAGEM, RN"
510885,"NOVA MARILANDIA, MT"
130230,"JUTAI, AM"
313695,"JUVENILIA, MG"
420920,"LACERDOPOLIS, SC"
291870,"LAFAIETE COUTINHO, BA"
210590,"LAGO VERDE, MA"
220555,"LAGOA ALEGRE, PI"
240620,"LAGOA D'ANTA, RN"
270410,"LAGOA DA CANOA, AL"
240630,"LAGOA DE PEDRAS, RN"
240640,"LAGOA DE VELHOS, RN"
260845,"LAGOA DO CARRO, PE"
260860,"LAGOA DO OURO, PE"
431127,"LAGOA DOS TRES CANTOS, RS"
260875,"LAGOA GRANDE, PE"
313760,"LAGOA SANTA, MG"
220554,"LAGOINHA DO PIAUI, PI"
431142,"LAJEADO DO BUGRE, RS"
352400,"ITUPEVA, SP"
431080,"IVOTI, RS"
411170,"JABOTI, PR"
313460,"JABOTICATUBAS, MG"
355680,"VIRADOURO, SP"
317190,"VIRGOLANDIA, MG"
432370,"VISTA GAUCHA, RS"
316920,"TOMBOS, MG"
432149,"TOROPI, RS"
355470,"TORRINHA, SP"
270920,"TRAIPU, AL"
330590,"TRAJANO DE MORAES, RJ"
230720,"JATI, CE"
351700,"GETULINA, SP"
351220,"CONCHAL, SP"
311230,"CAPELINHA, MG"
250280,"BREJO DO CRUZ, PB"
290360,"BIRITINGA, BA"
353610,"PARDINHO, SP"
150480,"MONTE ALEGRE, PA"
521140,"ITAUCU, GO"
520760,"FAZENDA NOVA, GO"
320160,"CONCEICAO DA BARRA, ES"
170190,"ARAGUACEMA, TO"
353470,"OURINHOS, SP"
430865,"GARRUCHOS, RS"
260410,"CARUARU, PE"
521645,"PEROLANDIA, GO"
251490,"SAO MAMEDE, PB"
539930,"REGIAO ADMINISTRATIVA DO JARDIM BOTANICO, DF"
539931,"REGIAO ADMINISTRATIVA DO SUDOESTE/OCTOGONAL, DF"
110000,"MUNICIPIO IGNORADO - RO, RO"
539933,"REGIAO ADMINISTRATIVA DE SCIA (ESTRUTURAL), DF"
240000,"MUNICIPIO IGNORADO - RN, RN"
270000,"MUNICIPIO IGNORADO - AL, AL"
280000,"MUNICIPIO IGNORADO - SE, SE"
310000,"MUNICIPIO IGNORADO - MG, MG"
320000,"MUNICIPIO IGNORADO - ES, ES"
330000,"MUNICIPIO IGNORADO - RJ, RJ"
350000,"MUNICIPIO IGNORADO - SP, SP"
430000,"MUNICIPIO IGNORADO - RS, RS"
500000,"MUNICIPIO IGNORADO - MS, MS"
510000,"MUNICIPIO IGNORADO - MT, MT"
520000,"MUNICIPIO IGNORADO - GO, GO"
530000,"MUNICIPIO IGNORADO - DF, DF"
539934,"REGIAO ADMINISTRATIVA DE VICENTE PIRES, DF"
350360,"AREIOPOLIS, SP"
290740,"CATOLANDIA, BA"
311547,"CATUTI, MG"
520530,"CAVALCANTE, GO"
210300,"CAXIAS, MA"
260430,"CEDRO, PE"
520470,"CAMPINORTE, GO"
290590,"CAMPO ALEGRE DE LOURDES, BA"
311130,"CAMPO DO MEIO, MG"
290600,"CAMPO FORMOSO, BA"
270150,"CAMPO GRANDE, AL"
220213,"CAMPO GRANDE DO PIAUI, PI"
410425,"CAMPO MAGRO, PR"
410430,"CAMPO MOURAO, PR"
110070,"CAMPO NOVO DE RONDONIA, RO"
240210,"CAMPO REDONDO, RN"
311150,"CAMPOS ALTOS, MG"
350970,"CAMPOS DO JORDAO, SP"
311160,"CAMPOS GERAIS, MG"
170384,"CAMPOS LINDOS, TO"
230270,"CAMPOS SALES, CE"
260360,"CAMUTANGA, PE"
350990,"CANANEIA, SP"
290630,"CANAVIEIRAS, BA"
353960,"PLANALTO, SP"
315160,"PLANURA, MG"
431475,"POCO DAS ANTAS, RS"
280550,"POCO VERDE, SE"
315180,"POCOS DE CALDAS, MG"
251210,"POMBAL, PB"
352940,"MAUA, SP"
521300,"MAURILANDIA, GO"
310600,"BELA VISTA DE MINAS, MG"
410280,"BELA VISTA DO PARAISO, PR"
270080,"BELEM, AL"
260150,"BELEM DE MARIA, PE"
250200,"BELEM DO BREJO DO CRUZ, PB"
310610,"BELMIRO BRAGA, MG"
420220,"BENEDITO NOVO, SC"
350620,"BENTO DE ABREU, SP"
430210,"BENTO GONCALVES, RS"
