CNES,NOMEFANT
2200473,HOSPITAL MUNICIPAL DE CONTAGEM COMPLEXO HOSPITALAR
2200481,HOSPITAL PADRE GERALDO HORGERSVOST
2200902,HOSPITAL SAO JOSE
2200945,MARIANA HOSPITAL MONSENHOR HORTA
2201402,FUNDACAO MUNICIPAL DE SAUDE DE PEDRINOPOLIS
2201410,CASA DE SAUDE DR NELSON JACINTO BORGES
2201542,HOSPITAL MUNICIPAL DELFINA ALVES BARBOSA
2202638,HOSPITAL NOSSA SENHORA DA CONCEICAO
2202883,HOSPITAL E MATERNIDADE DR AURELIANO BRANDAO
2202891,CASA CARIDADE SANTA TEREZA
2204622,HOSPITAL MUNICIPAL DE JANUARIA
2204649,HOSPITAL MUNICIPAL DR OSWALDO PREDILIANO SANTANA
2205009,SANTA CASA MIS CARIDADE DE CAMPESTRE
2205440,HOSPITAL MARCIO CUNHA
2205866,HOSPITAL AFRANIO AUGUSTO FIGUEIREDO
2205882,HOSPITAL MUNICIPAL RODOLFO MALARD
2205890,SANTA CASA E HOSPITAL NOSSA SENHORA DA GUIA
2205904,HOSPITAL MUNICIPAL SAO VICENTE DE PAULO
2205939,FUNDAJAN
2205955,HOSPITAL MUNICIPAL JOAO DE DEUS DIAS MAIA
2205963,HOSPITAL E PRONTO SOCORRO SAO SEBASTIAO
2205971,SANTA CASA E HOSPITAL SAO VICENTE
2205998,FHAHC
2206064,HOSPITAL NOSSA SENHORA DA CONCEICAO
2206382,HOSPITAL ARNALDO GAVAZZA FILHO
2206420,PRONTO SOCORRO MUNICIPAL DE MONTE CARMELO
2206498,HOSPITAL E MATERNIDADE VIRGILIO ROSA LTDA
2206501,HOSPITAL SANTA TEREZINHA
2206528,HOSPITAL NOSSA SENHORA DAS GRACAS
2206552,SANTA CASA DE UNIAO
2206595,HOSPITAL DE CLINICAS DA UFTM
2207664,HOSPITAL RAIMUNDO CAMPOS
2208040,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APARECIDA ITURAMA
2208067,HOSPITAL CURA D ARS
2208075,HOSPITAL MUNICIPAL DR CARLOS MARX
2208083,HOSPITAL NOSSA SENHORA MAE DA IGREJA DE PADRE PARAISO
2208156,HPS DR MOZART GERALDO TEIXEIRA
2208172,HOSPITAL SANTA ROSALIA
2208822,HOSPITAL ANTONIO MOREIRA DA COSTA STA RITA SAPUCAI
2208830,HOSPITAL SANTA RITA SANTA RITA DE CALDAS
2208849,HOSPITAL MUN FERRAZ E TORRES MARIA DA FE
2208857,AISI HOSPITAL DE CLINICAS DE ITAJUBA
2208865,HOSPITAL MUN CEL JOSE GOULART S BRUM NATERCIA
2209187,PRONTO SOCORRO MUNICIPAL DOUTOR CARLOS AFONSO NUNES
2209195,HOSPITAL SANTA CASA DE PATROCINIO
2210924,HOSPITAL PHILADELFIA
2211246,HOSPITAL SAO LUCAS
2211254,HOSPITAL MUNICIPAL DR RAIMUNDO GOBIRA
2211262,HOSPITAL E PRONTO SOCORRO MUNICIPAL RENATO AZEREDO
2213516,ASSOCIACAO HOSPITALAR DE JECEABA
2213958,HOSPITAL SANTANA DE GUARACIABA
2213982,ITABIRITO HOSPITAL SAO VICENTE DE PAULO
2215586,HOSPITAL NOSSA SENHORA DAS DORES
2218690,FSFX O S S HOSPITAL MUNICIPAL CARLOS CHAGAS
2218798,HOSPITAL UNIVERSITARIO DA UFJF
2219638,HOSPITAL AROLDO TOURINHO
2219646,HOSPITAL DILSON GODINHO
2219654,HOSPITAL UNIVERSITARIO CLEMENTE DE FARIA
2219662,PRONTOCOR
2219670,HOSPITAL PRONTOMENTE
2220423,HOSPITAL SANTA HELENA SANTA MONICA
2221543,HOSPITAL SAO LUCAS
2221756,HOSPITAL ANA NERY DE JUIZ DE FORA
2221764,CASA DE SAUDE DR ARAGAO VILLAR
2221772,HSVP JUIZ DE FORA
2221985,SANTA CASA DE MISERICORDIA DE PERDOES
2222043,HOSPITAL MUNICIPAL
2223538,HOSPITAL GERAL
2223546,HOSPITAL POMPEIA
2223562,HOSPITAL VIRVI RAMOS
2223570,HOSPITAL DO CIRCULO
2223589,CLINICA PROFESSOR PAULO GUEDES LTDA
2223597,HOSPITAL SAUDE
2224607,HOSPITAL SAO JOSE
2224615,HOSPITAL SAO LUIZ
2227665,HOSPITAL BOM PASTOR
2227673,HOSPITAL DE CARIDADE SANTA RITA
2227681,HOSPITAL SAO SALVADOR
2227703,HOSPITAL NOSSA SENHORA DO ROSARIO DE RIOZINHO
2227711,HOSPITAL SAO JOSE
2227738,HOSPITAL SARMENTO LEITE
2227746,SOCIEDADE BENEFICIENTE HOSPITAL SAO JOSE
2227754,FUNDACAO DE SAUDE SAO JOSE
2227762,HOSPITAL SAO FRANCISCO DE ASSIS
2227770,HOSPITAL SAO FRANCISCO DE PAULA
2227886,HOSPITAL DE CARIDADE SAO JERONIMO
2227894,HOSPITAL NOSSA SENHORA DO LIVRAMENTO
2227908,HOSPITAL SAGRADA FAMILIA
2227916,HOSPITAL SAO JOAO
2227932,HOSPITAL BOM JESUS
2228548,HOSPITAL SAO ROQUE DE CAICARA
2228556,HOSPITAL MEDIANEIRA PLANALTO
2228564,HOSPITAL NOSSA SENHORA
2228580,HOSPITAL SANTA TEREZINHA PALMITINHO
2228599,HOSPITAL SANTO ANTONIO FREDWEST
2228602,HOSPITAL DIVINA PROVIDENCIA FREDWEST
2228610,HOSPITAL PIO XII SEBERI
2228629,HOSPITAL SAO GABRIEL AMETISTA DO SUL
2228637,HOSP CASA DE SAUDE AGUAS DO PRADO
2228645,HOSPITAL DE VISTA GAUCHA
2228653,HOSPITAL N S AUXILIADORA IRAI
2228661,HOSPITAL SAO ROQUE TAQUARUCU DO SUL
2228688,HOSPITAL COMUNITARIO NONOAI
2228718,HOSPITAL SAO JOSE TRES PASSOS
2228726,HOSPITAL CARIDADE TRES PASSOS
2228734,HOSPITAL SAO JOSE RODEIO BONITO
2232014,HOSPITAL NOSSA SENHORA DAS GRACAS
2232022,HOSPITAL CENTENARIO
2232030,FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO
2232049,HOSPITAL DOM JOAO BECKER
2232057,HOSPITAL REGINA NOVO HAMBURGO
2232073,HOSPITAL DE CAMPO BOM DR LAURO REUS
2232081,HOSPITAL ALVORADA
2232103,HOSPITAL PADRE JEREMIAS
2232138,HOSPITAL SAO JOSE DOIS IRMAOS
2232146,FUNDACAO DE SAUDE PUBLICA DE NOVO HAMBURGO FSNH
2232154,HOSPITAL SAPIRANGA
2232162,FUNDACAO HOSPITALAR DE SAPUCAIA DO SUL
2232170,HOSPITAL DE PORTAO
2232189,HOSPITAL SAO JOSE IVOTI
2232928,HOSPITAL DE CARIDADE DE CANGUCU
2232995,SANTA CASA DO RIO GRANDE
2233312,SANTA CASA DE MISERIC S LOURENCO DO SUL
2233320,HOSPITAL PINHEIRO MACHADO
2233339,SANTA CASA DE MISERICORDIA DE PEDRO OSORIO
2233347,HOSPITAL DE CARIDADE NOSSA SENHORA DA CONCEICAO PIRATINI
2233355,HOSPITAL MUNICIPAL SAO JOSE DO NORTE IBSAUDE
2233363,SOCIEDADE HOSPITALAR SAO JOSE A FERRADOR
2233371,HOSPITAL DA RESERVA
2233398,IRMANDADE S CASA DE MISERICORDIA DE S V PALMAR
2233401,SANTA CASA DE CARIDADE JAGUARAO
2233428,SANTA CASA DE MISERICORDIA DE ARROIO GRANDE
2233436,HOSPITAL NOSSA SENHORA DA GLORIA
2233444,HOSPITAL DR ERNESTO MAURICIO ARNDT
2234386,HOSPITAL AGUDO
2234394,HOSPITAL SEBASTIANY
2234408,HOSPITAL DR HOMERO MENEZES
2234416,HOSPITAL DE CARIDADE DR VICTOR LANG
2234424,HOSPITAL SANTA ROSA DE LIMA
2234432,HOSPITAL SANTA BARBARA
2234440,HOSPITAL SILVIO SCOPEL
2234459,UNIDADE HOSPITALAR FUNDACAO SANTA HELENA
2234467,UNIDADE MISTA HOSPITAL PARAISO
2234475,HOSPITAL SAO JOAO EVANGELISTA
2235307,HOSPITAL SAO JOSE CHAPADA
2235315,HOSPITAL SANTA RITA D JABOTICABA
2235323,HOSPITAL DE CARIDADE PALMEIRA DAS MISSOES
2235366,SOCIEDADE CULTURAL E BENEFICENTE SANTA ROSA DE LIMA
2235374,SAO RAFAEL HOSPITAL BENEFICENTE
2235382,ASSOC HOSP SANTO ANTONIO DE PADUA
2235404,HOSPITAL COMUNITARIO SARANDI
2235412,HOSPITAL DOS TRABALHADORES ATRA
2235420,ASSOCIACAO HOSPITALAR DE RONDA ALTA
2235447,HOSPITAL PADRE EUGENIO
2235455,HOSP SANTA RITA DE CASSIA REDENTORA
2235609,HOSPITAL DE CANELA
2236338,HOSPITAL VALE DO SOL
2236346,HOSPITAL SINIMBU
2236354,HOSPITAL VERA CRUZ
2236362,HOSPITAL CANDELARIA
2236370,HOSPITAL SAO SEBASTIAO MARTIR
2237121,HOSPITAL SANATORIO PARTENON
2237180,HEPA
2237199,HOSPITAL INDEPENDENCIA
2237253,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE
2237261,HOSPITAL BENEFICENCIA PORTUGUESA
2237571,HOSPITAL NOSSA SENHORA DA CONCEICAO SA
2237598,HOSPITAL DIVINA PROVIDENCIA
2237601,HOSPITAL DE CLINICAS
2237660,HOSPITAL PARQUE BELEM
2237806,HOSPITAL PSIQUIATRICO SAO PEDRO
2237822,HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS
2237849,INSTITUTO DE CARDIOLOGIA
2237873,HOSPITAL PETROPOLIS
2237881,HOSPITAL BANCO DE OLHOS
2238799,HOSPITAL NOSSA SENHORA DE FATIMA
2238802,UNIVIDA
2238810,HOSPITAL SAO JACOB
2240335,HOSPITAL SAO CARLOS
2241013,HOSPITAL DE CARIDADE SAO ROQUE
2241021,HOSPITAL TACCHINI
2241048,HOSPITAL NOSSA SENHORA DA OLIVEIRA
2241056,HOSPITAL BENEFICENTE SAO PEDRO
2241072,HOSPITAL SAO JOSE
2241102,HOSPITAL NOVA PETROPOLIS
2241110,FUNDACAO AMIGOS DO HOSPITAL DE BOM JESUS
2241129,HOSPITAL SAO PEDRO CANISIO
2241137,HOSPITAL SAO ROQUE
2241145,HOSPITAL FATIMA
2241153,HOSPITAL ARCANJO SAO MIGUEL
2241161,HOSPITAL SAO JOAO BATISTA
2241196,HOSPITAL CARLOS AUMOND UNIDADE MISTA
2241218,HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA
2241226,HOSPITAL BENEFICENTE SAO JOAO BOSCO
2244098,HOSPITAL BERNARDINA SALLES DE BARROS
2244101,HOSPITAL DE CARIDADE SAO ROQUE
2244128,HOSPITAL NOSSA SENHORA DA PIEDADE
2244136,HOSPITAL DE SAO VICENTE DO SUL
2244152,IRDESI DE JAGUARI
2244179,HOSPITAL DE IVORA
2244187,HOSPITAL DE MATA
2244195,HOSPITAL MADRE IMILDA
2244209,CASA DE SAUDE SAO JOSE
2244217,HOSPITAL MUNICIPAL PEDRO CALIL
2244225,HOSPITAL DE CARIDADE BRASILINA TERRA
2244233,HOSPITAL DE CARIDADE SAO FRANCISCO
2244241,HOSPITAL SAO LUIZ GONZAGA
2244276,HOSPITAL DE CARIDADE ASTROGILDO DE AZEVEDO
2244284,HOSPITAL MUNICIPAL CASA DE SAUDE
2244306,HOSPITAL UNIVERSITARIO SANTA MARIA
2244314,HOSPITAL GETUINAR DAVILA DO NASCIMENTO
2244322,HOSPITAL SANTO ANTONIO
2244330,HOSPITAL SANTO ANTONIO
2244357,HOSPITAL DE CARIDADE DE SANTIAGO
2244969,HOSPITAL DE OLHOS LIONS PASSO FUNDO
2246732,HOSPITAL SAO ROQUE CACIQUE DOBLE
2246740,HOSPITAL SANTO ANTONIO
2246759,HOSPITAL DE CAMPOS BORGES
2246767,HOSPITAL SAO JOAO SANANDUVA
2246783,HOSPITAL ROQUE GONZALES TAPERA
2246791,HOSPITAL SAO JOSE
2246805,HOSPITAL SAO JOSE SERTAO
2246813,HOSPITAL NOTRE DAME SAO SEBASTIAO
2246821,
2246848,HOSPITAL MUNICIPAL SAO JOAO BATISTA LAGOAO
2246856,HOSPITAL SAO VALENTIM BARRACAO
2246864,HOSPITAL DE IBIACA
2246872,HOSPITAL SANTA LUCIA CASCA
2246899,HOSPITAL MUNICIPAL VILA MARIA
2246902,HOSPITAL NOTRE DAME JULIA BILLIART
2246910,HOSPITAL ALTO JACUI NAO ME TOQUE
2246929,HOSPITAL DE CLINICAS
2246937,HOSPITAL SAO JOSE DAVID CANABARRO
2246953,HOSPITAL CRISTO REDENTOR MARAU
2246961,HOSPITAL FREI CLEMENTE SOLEDADE
2246988,HOSPITAL SAO VICENTE DE PAULO
2246996,HOSPITAL MUNICIPAL PASSO FUNDO
2247003,HOSPITAL MUNICIPAL VICTOR GRAEFF
2247011,FHOESFA MACHADINHO
2247038,HOSPITAL SAO JOSE MAXIMILIANO DE ALMEIDA
2247046,HOSPITAL SANTA TEREZINHA PAIM FILHO
2247054,HOSPITAL PSIQUIATRICO BEZERRA DE MENEZES
2248190,SANTA CASA DE URUGUAIANA
2248204,SANTA CASA DE SAO GABRIEL
2248220,SANTA CASA DE MISERICORDIA
2248239,HOSPITAL AUXILIADORA
2248247,FUNDACAO HOSPITALAR DE CARIDADE DE QUARAI
2248263,HOSPITAL E MATERNIDADE TARRAGO LTDA
2248271,HOSPITAL SAO PATRICIO DE ITAQUI
2248298,HOSPITAL IVAN GOULART
2248328,SANTA CASA DE ALEGRETE
2249472,HOSPITAL DE CARIDADE DE ERECHIM
2249499,HOSPITAL SAO ROQUE
2249502,ACHA ARATIBA
2249510,HOSPITAL SAO ROQUE DE GETULIO VARGAS
2249529,HOSPITAL MUNICIPAL DE CAMPINAS DO SUL
2249537,HOSPITAL N S DA POMPEIA VIADUTOS
2249545,HOSPITAL SANTA ISABEL
2249553,HOSPITAL COMUNITARIO ADECOMAR MARIANO MORO
2249561,HOSPITAL JACUTINGA
2249588,HOSPITAL SAO LEONARDO
2249618,ASSOCIACAO HOSPITALAR MARCELINENSE
2249626,HOSPITAL SANTO ANTONIO ESTACAO
2249634,HOSPITAL MUNICIPAL DE ERVAL GRANDE
2249642,HOSPITAL SAO VICENTE DE PAULO BARAO DE COTEGIPE
2249650,UNIDADE MISTA HOSPITALAR SAO ROQUE
2250675,HOSPITAL SANTO AFONSO
2250683,HOSPITAL CRISTO REI
2250705,HOSPITAL DE CARIDADE BOA VISTA
2250713,HOSPITAL DE CARIDADE SAO PAULO SAO PAULO DAS MISSOES
2250721,HOSPITAL TUPARENDI
2250756,HOSPITAL SAO FRANCISCO DE ASSIS SAO JOSE DO INHACORA
2250764,HOSPITAL MUNICIPAL SAO SEBASTIAO
2250772,HOSPITAL OSWALDO CRUZ
2250780,HOSPITAL MUNICIPAL DRMAURICIO CARDOSO
2250802,HOSPITAL CAMPINA
2250810,HOSPITAL SAO JOSE PORTO LUCENA RS
2250829,HOSPITAL DE CARIDADE DE SANTO CRISTO
2250837,HOSPITAL SAO VICENTE DE PAULO
2252007,HOSPITAL MARQUES DE SOUZA
2252023,HOSPITAL DE CARIDADE SANTANA BOM RETIRO DO SUL
2252031,HOSPITAL NOSSA SENHORA DE FATIMA
2252058,HOSP DR ANUAR ELIAS AESSE BOQUEIRAO DO LEAO
2252066,HOSPITAL SAO JOSE SERIO
2252074,HOSPITAL SAO GABRIEL ARCANJO
2252082,HOSPITAL SANTA ISABEL PROGRESSO
2252090,HOSPITAL SAO JOAO PAVERAMA
2252104,HOSPITAL COMUNITARIO SANTA CLARA
2252112,HOSPITAL SAO JOAO BATISTA NOVA BRESCIA
2252120,HOSPITAL SANTA TEREZINHA
2252139,HOSPITAL BENEFICENTE LEONILDA BRUNET
2252147,SOCIEDADE BENEFICENTE ROQUE GONZALES
2252155,HOSPITAL BENEFICENTE PADRE CATELLI
2252163,HOSPITAL BENEFICENTE SAO JOAO ARVOREZINHA
2252171,HOSPITAL DOUTOR OSCAR BENEVOLO
2252198,HOSPITAL SAO JOSE ARROIO DO MEIO
2252201,HOSPITAL SAO FRANCISCO
2252228,HOSPITAL BENEFICIENTE SANTA TEREZINHA
2252244,HOSPITAL OURO BRANCO
2252252,HOSPITAL SAO JOSE TAQUARI
2252260,HOSPITAL ESTRELA
2252287,HOSPITAL BRUNO BORN
2252295,SOCIEDADE PORTUGUESA DE BENEFICENCIA
2252376,HOSPITAL ESPIRITA DE PELOTAS
2252694,HOSPITAL ESCOLA DA UFPEL
2253046,UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA
2253054,SANTA CASA DE MISERICORDIA DE PELOTAS
2253690,CLINICANP
2254611,HOSPITAL VIDA SAUDE
2254956,HOSPITAL PANAMBI
2254964,HOSPITAL SANTA CRUZ
2255928,HOSPITAL MONTE ALVERNE
2255936,HOSPITAL ANA NERY
2257467,HOSPITAL DR OSWALDO DIESEL
2257548,HOSPITAL NOSSA SENHORA APARECIDA DE CAMAQUA
2257556,HOSPITAL MONTENEGRO
2257564,FUNDACAO HOSPITALAR DO ROLANTE
2257572,HOSPITAL NOSSA SENHORA DO CARMO
2257645,HOSPITAL SAO PEDRO
2257807,HOSPITAL CARIDADE ERVAL SECO
2257815,HOSPITAL SAO VICENTE DE PAULO
2259826,HOSPITAL SANTA ISABEL
2259850,HOSPITAL ROQUE GONZALES CAIBATE
2259869,HOSPITAL DE CARIDADE SERRO AZUL
2259877,HOSPITAL SAO MIGUEL ARCANJO
2259893,HOSPITAL SAO LUIZ GONZAGA
2259907,HOSPITAL SANTO ANGELO
2259931,HOSPITAL SANTA TERESA GUARANI DAS MISSOES
2259974,HOSPITAL SANTO ANTONIO ROQUE GONZALES
2259982,HOSPITAL DE PORTO XAVIER
2260050,HOSPITAL NOSSA SENHORA DO ROSARIO
2260069,HOSPITAL SAO JOSE
2261030,HOSPITAL BOM PASTOR IJUI
2261057,HOSPITAL DE CLINICAS IJUI
2261065,HOSPITAL BOM PASTOR
2261081,HOSPITAL SAO FRANCISCO
2261103,HOSPITAL DE CHIAPETTA
2261111,HOSPITAL DE CONDOR
2261138,HOSPITAL PEJUCARA
2261154,HCN
2261987,SANTA CASA DE CARIDADE DE BAGE
2261995,HOSPITAL UNIVERSITARIO URCAMP
2262002,HOSPITAL SAO LUIZ
2262010,HOSPITAL DA COLONIA NOVA
2262029,FUNDACAO MEDICO HOSPITALAR
2262274,HOSPITAL DE CARIDADE DE CARAZINHO
2262568,HOSPITAL SAO LUCAS DA PUCRS
2263831,ASSOCIACAO HOSPITALAR 15 DE NOVEMBRO
2263858,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO
2263866,HOSPITAL MUNICIPAL BOM PASTOR
2263874,HOSPITAL MUNICIPAL SALDANHA MARINHO
2263882,HOSPITAL MUNICIPAL DR ADERBAL SCHNEIDER
2263890,HOSPITAL SANTA BARBARA BENEFICENTE
2265052,HOSPITAL FEMINA
2265060,HOSPITAL CRISTO REDENTOR
2265273,HOSPITAL MUNICIPAL DE SAO DOMINGOS DO SUL
2265885,HOSPITAL AJURICABA
2265893,HOSPITAL ADESCO
2265958,HOSPITAL DE BUTIA
2266474,HOSPITAL DE CARIDADE E BENEFICENCIA
2266733,HOSPITAL MUNICIPAL CONDE MODESTO LEAL
2267187,HOSPITAL FLAVIO LEAL
2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS
2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC
2267713,HOSPITAL DE CANTAGALO
2267802,HOSPITAL GERAL DE ARRAIAL DO CABO
2267810,HOSPITAL SANTO ANTONIO
2268051,HOSPITAL MUNICIPAL DR JOAO PEREIRA MARTINS
2268329,HOSPITAL GERAL DR LUIZ PINTO
2268841,CLINICA SAO JOAO BATISTA
2268868,CASA DE SAUDE SAO JUDAS TADEU
2268922,HOSPITAL MUNICIPAL DESEMBARGADOR LEAL JUNIOR HMDLJ
2269317,CASA DE SAUDE GABINAL
2269325,CASA DE SAUDE JACAREPAGUA
2269341,SMS HOSPITAL MUNICIPAL JESUS AP 22
2269384,MS HOSPITAL FEDERAL DO ANDARAI
2269392,POLICLINICA PIQUET CARNEIRO
2269406,CLINICA DA GAVEA
2269430,INSTITUTO DE PSIQUIATRIA DA UFRJ IPUB
2269465,AMERICLIN
2269481,SMS HOSPITAL MUNICIPAL DA PIEDADE AP 32
2269643,CLINICA DAS AMENDOEIRAS
2269678,SES RJ IECAC INST EST DE CARDIOLOGIA ALOYSIO DE CASTRO
2269724,SMS HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO AP 31
2269775,MS HOSPITAL DE IPANEMA
2269783,UERJ HOSPITAL UNIV PEDRO ERNESTO
2269813,SMS HOSPITAL DE GERIAT E GERONT AP 22
2269821,MS INCA II HOSPITAL DO CANCER II
2269880,MS HGB HOSPITAL GERAL DE BONSUCESSO
2269899,HOSPITAL MARIO KROEFF
2269910,CLINICA JARDIM AMERICA
2269945,SMS MATERNIDADE ALEXANDER FLEMING AP 33
2269953,SMSDC HOSPITAL MUNICIPAL SALLES NETTO AP 10
2269988,MS HSE HOSPITAL DOS SERVIDORES DO ESTADO
2269996,SMS IMAS JULIANO MOREIRA AP 40
2270021,MATERNIDADE ESCOLA DA UFRJ
2270056,SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31
2270080,SEMEL
2270102,CENTRO MEDICO DARKE
2270161,SEAP RJ HOSPITAL DR HAMILTON AGOSTINHO VIEIRA CASTRO
2270188,SEAP RJ CENTRO TRAT EM DEPENDENCIA QUIMICA ROBERTO MEDEIROS
2270196,SEAP CGSP RJ SANATORIO PENAL
2270234,SESDEC HOSPITAL ESTADUAL GETULIO VARGAS
2270242,SMS HOSPITAL MUNICIPAL BARATA RIBEIRO AP 1 0
2270269,SMS HOSPITAL MUNICIPAL MIGUEL COUTO AP 21
2270390,SMS MATERNIDADE HERCULANO PINHEIRO AP 33
2270498,CEPOA CLINICA DE OFTALMOLOGIA
2270609,SMS HOSPITAL MUNICIPAL LOURENCO JORGE AP 4 0
2270617,INSTITUTO ESTADUAL DE DERMATOLOGIA SANITARIA
2270668,UFRJ HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS
2270676,HOSPITAL GERAL
2270684,PRO MATRE
2270692,CBMERJ HOSPITAL DO CORPO DE BOMBEIROS
2270706,INSTITUTO DOUTOR FRANCISCO SPINOLA
2270714,SMS MATERNIDADE FERNANDO MAGALHAES AP 10
2270722,SEAP CGSP RJ HOSP DE CUST E TRAT PSIQUIAT HEITOR CARRILHO
2270730,SEAP CGSP RJ HOSP PENAL FABIO SOARES MACIEL
2270803,SES RJ I INST EST DIABET ENDOCRINOLOGIA IEDE
2271141,HOSPITAL MUNICIPAL DE PINHEIRAL AURELINO GONCALVES BARBOSA
2271826,HOSPITAL MATERNIDADE DOUTOR MARIO DUTRA DE CASTRO
2272113,CASA DE SAUDE IMACULADA CONCEICAO LTDA
2272369,HOSPITAL DE PORCIUNCULA
2272490,CLIVAPA
2272601,HOSPITAL NOSSA SENHORA DO CARMO
2272695,HOSPITAL SAO LUCAS
2272784,HOSPITAL MUNICIPAL RAUL SERTA
2273071,CASA DE CARIDADE ARARUAMA
2273098,HOSPITAL SAO SILVESTRE
2273101,HOSPITAL SAO LUCAS
2273187,SMS HOSPITAL MUNICIPAL ALVARO RAMOS AP 40
2273209,SES RJ HOSPITAL ESTADUAL SANTA MARIA
2273276,MS INST NACIONAL DE TRAUMATO ORTOPEDIA
2273349,SMS HOSPITAL MUNICIPAL RAPHAEL DE PAULA SOUZA AP 40
2273357,HOSPITAL ADVENTISTA SILVESTRE
2273365,SES RJ INST EST SAO SEBASTIAO
2273373,SMSDC RIO MATERNIDADE OSWALDO NAZARETH
2273381,SMS HOSPITAL MUNICIPAL JURANDYR MANFREDINI AP 40
2273403,HOSPITAL PEDRO DE ALCANTARA
2273411,SES RJ HOSPITAL ESTADUAL CARLOS CHAGAS
2273438,SSP HOSPITAL CENTRAL DA POLICIA MILITAR HCPM
2273454,MS INCA HOSPITAL DO CANCER I
2273462,MS INCA HOSPITAL DO CANCER III
2273489,SMS HOSPITAL MUNICIPAL ROCHA MAIA AP21
2273535,SCMRJ SANTA CASA HOSPITAL SAO ZACHARIAS
2273594,CASA DE SAUDE REPUBLICA CROACIA
2273659,MS HOSPITAL FEDERAL DA LAGOA
2273748,HUV HOSPITAL UNIVERSITARIO DE VASSOURAS
2273756,HOSPITAL EUFRASIA TEIXEIRA LEITE
2273780,CASA DE SAUDE CANANEIA
2274108,POLICLINICA MUNICIPAL AGUINALDO MORAES
2274299,HOSPITAL MUNICIPAL PORPHIRIO NUNES DE AZEREDO
2274485,CASA DE SAUDE E MATERNIDADE SAO JOSE LTDA
2274493,ASSOCIACAO DE CARIDADE HOSPITAL SAO JOAO DE MERITI
2274507,CLINICA GERIATRICA DO VILAR
2274515,HOSPITAL JOAO XXIII
2274523,CASA DE SAUDE VILAR DOS TELES
2274531,PROSIM CASA DE SAUDE E PRONTO SOCORRO INFANTIL MERITI LTDA
2275228,CASA DE SAUDE SANTA MONICA
2275244,CASA DE SAUDE PIO XII
2275414,CLINICA SOLAR PEDRAS BRANCAS
2275562,HOSPITAL ALCIDES CARNEIRO
2275589,HOSPITAL MUNICIPAL DR NELSON DE SA EARP
2275600,HOSPITAL SANTA MONICA HSM
2275619,HOSPITAL CLINICO DE CORREAS H C C
2275627,CLINICA VISTA ALEGRE
2275635,HOSPITAL SANTA TERESA
2276186,HOSPITAL NOSSA SENHORA DA PIEDADE
2276267,HOSPITAL NATIVIDADE
2277093,CLINICA PAULO DE FRONTIN
2277174,HOSPITAL NELSON SALLES
2277301,SMS CMS MANOEL ARTHUR VILLABOIM AP 10
2277565,HOSPITAL MUNICIPAL DUQUE DE CAXIAS
2277573,HOSPITAL MUNICIPAL DE XEREM
2277581,POSTO MEDICO SANITARIO DE XEREM
2277611,POSTO MEDICO SANITARIO DE IMBARIE
2277662,POSTO MEDICO SANITARIO DE CAMPOS ELISEOS
2277700,CRAIS SARACURUNA
2277719,POSTO MEDICO SANITARIO PARQUE EQUITATIVA
2277743,POSTO MEDICO SANITARIO DO PILAR
2277751,HOSPITAL INFANTIL ISMELIA SILVEIRA
2277778,SANATORIO DUQUE DE CAXIAS
2278138,HOSPITAL MUNICIPAL OTIME CARDOSO DOS SANTOS
2278162,CLINICA SAO MIGUEL
2278170,CLINICA SANTA HELENA
2278286,HOSPITAL SANTA IZABEL
2278324,HOSPITAL MATERNO INFANTIL DE PIABETA VEREADOR HUGO BRAGA
2278332,HOSPITAL MUNICIPAL DE MAGE
2278456,HOSPITAL MUNICIPAL DE STO ALEIXO DR WALTER MORAES DE ARRUDA
2278626,CASA DE SAUDE NOSSA SENHORA DA PIEDADE
2278677,UNIDADE MISTA DE FRAGOSO
2278758,SAME
2278804,POLICLINICA SANTO ALEIXO LTDA
2278855,HOSPITAL SAO JOSE DO AVAI
2278871,CASA DE SAUDE E MATERNIDADE SANTA THEREZINHA LTDA
2278901,CLINICA SAO CAMILO DE LELIS LTDA
2279355,HOSPITAL MUNICIPAL DR ADALBERTO DA GRACA
2279509,HOSPITAL EVANGELICO DE PARACAMBI
2279525,CASA DE SAUDE PARACAMBI
2279592,HOSPITAL PARACAMBI LTDA
2280051,SANTA CASA DE MISERICORDIA DE BARRA MANSA
2280132,MS INC INSTITUTO NACIONAL DE CARDIOLOGIA
2280167,UFRJ HOSPITAL UNIVERSITARIO CLEMENTINO FRAGA FILHO
2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10
2280248,SMS MATERNIDADE CARMELA DUTRA AP 32
2280396,HOSPITAL MUNICIPAL ANGELA MARIA SIMOES MENEZES
